% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.523086186e+07 +4.523024075e+07 +4.523024075e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +4.106641429e+07 +4.106579318e+07 +4.106579318e+07 -9.0564e-02 +8.4424e-02 -2.8183e-02 -1.8777e-01 +7.4957e-02 +6.4105e-01 +2.7589e-01 +1.3137e-01 +7.7185e-02 +2.3934e-01
7 0 +3.979581705e+07 +3.979519594e+07 +3.979519594e+07 -2.6321e-01 +2.3560e-01 -2.9494e-01 -4.1433e-02 -2.1060e-01 +1.1878e-01 +8.3286e-02 -6.4943e-01 +2.1039e-01 -1.8282e-01
8 0 +3.684816464e+07 +3.684754353e+07 +3.684754353e+07 +6.0234e-01 +2.6527e-01 +2.8700e-01 -7.0577e-01 +5.2611e-01 +2.0125e-02 -3.9010e-01 +9.9670e-02 +3.8961e-01 -4.6269e-01
16 0 +3.559623493e+07 +3.559561382e+07 +3.559561382e+07 +3.0301e-01 +1.2752e-01 -2.9366e-01 -2.6503e-01 +9.8562e-01 -3.5725e-02 -4.0344e-02 -2.6333e-01 +6.4568e-01 +3.4922e-01
20 0 +3.260531155e+07 +3.260469044e+07 +3.260469044e+07 +4.7715e-02 +2.6956e-01 -5.7547e-02 -6.1996e-01 +2.0641e-01 -2.2259e-02 +8.3825e-01 +4.7789e-02 +1.9152e-01 +1.0634e-01
26 0 +3.024794955e+07 +3.024732844e+07 +3.024732844e+07 +3.9141e-01 +5.9142e-01 -2.3195e-01 -6.7666e-01 +3.2404e-01 +5.3021e-01 +4.9263e-01 +7.0599e-02 +5.1876e-01 +1.8947e-01
36 0 +2.717317301e+07 +2.717255190e+07 +2.717255190e+07 +2.1482e-01 +6.0079e-01 -5.7348e-01 -3.5979e-01 -1.7602e-03 -1.4788e-01 +7.6067e-01 -9.2471e-01 +1.0164e+00 -3.1398e-01
43 0 +2.574196174e+07 +2.574134063e+07 +2.574134063e+07 +7.4996e-01 +1.0879e+00 -1.1293e+00 -8.5068e-01 -1.2114e-01 +1.7014e-01 +9.6028e-02 -9.1672e-01 +1.1372e+00 +5.7140e-01
56 0 +2.451926239e+07 +2.451864128e+07 +2.451864128e+07 +6.5352e-01 +9.7955e-01 -1.8269e-01 -7.7029e-01 +3.4468e-01 +9.3561e-02 +3.2122e-01 -8.4759e-01 +1.1684e+00 +5.8842e-01
57 0 +2.369056484e+07 +2.368994373e+07 +2.368994373e+07 +5.8020e-01 +8.5379e-01 -8.4880e-01 -9.7578e-01 +2.2883e-01 -6.7135e-02 +5.2544e-02 -6.1219e-01 +1.3188e+00 +4.0729e-01
66 0 +2.099667684e+07 +2.099605573e+07 +2.099605573e+07 +7.8361e-01 +1.2793e+00 -7.1784e-01 -9.0960e-01 +3.1079e-01 -2.9332e-01 +3.0959e-01 -8.9967e-01 +1.9212e+00 +7.0448e-01
76 0 +2.054274438e+07 +2.054212327e+07 +2.054212327e+07 +2.4142e-01 +1.6738e+00 -6.6787e-01 -3.5088e-01 +3.5105e-01 -1.0197e-01 +7.0932e-01 -1.0975e+00 +2.0480e+00 +8.0499e-01
83 0 +1.698203018e+07 +1.698140907e+07 +1.698140907e+07 +7.5604e-01 +1.7226e+00 -8.4148e-01 -2.2423e+00 -5.3198e-01 -2.5504e-01 +1.7125e-01 -1.6511e+00 +2.2146e+00 +7.3601e-01
98 0 +1.541324854e+07 +1.541262743e+07 +1.541262743e+07 +4.5801e-01 +1.8689e+00 -4.7886e-01 -1.5784e+00 +9.7789e-03 -7.2886e-01 +9.7975e-02 -7.7491e-01 +1.7944e+00 +1.1851e+00
103 0 +1.480046312e+07 +1.479984201e+07 +1.479984201e+07 +5.2708e-01 +2.3966e+00 -1.3774e+00 -1.6301e+00 -8.8974e-02 -3.1322e-01 +8.0061e-01 -1.2688e+00 +2.9710e+00 +8.0258e-01
106 0 +1.453912484e+07 +1.453850373e+07 +1.453850373e+07 +8.3222e-01 +2.4196e+00 -3.2532e-01 -1.3001e+00 +5.5632e-01 -3.6335e-01 +6.1724e-01 -1.1533e+00 +2.5442e+00 +5.8500e-01
112 0 +1.095072428e+07 +1.095010317e+07 +1.095010317e+07 +2.3700e-01 +2.1951e+00 -9.3655e-01 -1.9015e+00 +7.3246e-01 -7.3331e-01 +1.5936e+00 -1.2138e+00 +3.0090e+00 +3.2310e-01
131 0 +9.831852765e+06 +9.831231655e+06 +9.831231655e+06 +2.1183e-01 +2.4531e+00 -8.9415e-01 -1.9595e+00 +1.9698e-01 -5.1857e-01 +1.2233e+00 -1.2876e+00 +2.4875e+00 +5.5572e-01
141 0 +9.759556008e+06 +9.758934898e+06 +9.758934898e+06 +9.9282e-02 +2.4070e+00 -9.6625e-01 -1.9938e+00 +9.6626e-03 -6.1102e-01 +1.1727e+00 -1.4100e+00 +2.4856e+00 +5.1675e-01
145 0 +7.442267865e+06 +7.441646755e+06 +7.441646755e+06 -1.9837e-01 +2.1736e+00 -3.1384e-01 -2.0738e+00 +4.6585e-01 -6.8544e-01 +1.3391e+00 -8.7458e-01 +2.2343e+00 -2.2849e-01
157 0 +6.990468480e+06 +6.989847370e+06 +6.989847370e+06 -8.0197e-01 +2.6994e+00 -7.9505e-01 -1.7123e+00 +4.8045e-01 -1.2245e+00 +2.2528e+00 -4.9620e-01 +1.7674e+00 -5.4365e-02
158 0 +5.054555174e+06 +5.053934064e+06 +5.053934064e+06 -5.8118e-01 +2.5902e+00 -1.0290e+00 -1.9572e+00 +7.4485e-01 -9.1064e-01 +1.3220e+00 -1.0198e+00 +2.1052e+00 -4.7833e-02
163 0 +4.773120512e+06 +4.772499402e+06 +4.772499402e+06 -4.7665e-02 +3.2542e+00 -7.6133e-01 -2.0271e+00 +4.3751e-01 -9.6191e-01 +1.4733e+00 -1.1242e+00 +2.1204e+00 -1.3267e-01
164 0 +3.599228946e+06 +3.598607836e+06 +3.598607836e+06 -6.8364e-01 +3.7769e+00 -1.2743e+00 -2.4974e+00 +4.7410e-01 -1.4024e+00 +1.6466e+00 -1.9255e+00 +2.3413e+00 -9.1525e-02
165 0 +3.244341199e+06 +3.243720089e+06 +3.243720089e+06 -1.5450e+00 +2.8530e+00 -5.7659e-01 -2.2611e+00 +1.0351e+00 -1.6829e+00 +1.0467e+00 -9.8680e-01 +2.3950e+00 +2.9920e-02
171 0 +3.067894785e+06 +3.067273675e+06 +3.067273675e+06 -9.0008e-01 +3.1108e+00 -8.2066e-01 -2.1473e+00 +6.5002e-01 -1.1721e+00 +1.3531e+00 -1.3145e+00 +2.1505e+00 -2.1514e-01
181 0 +2.907150298e+06 +2.906529188e+06 +2.906529188e+06 -7.5536e-01 +3.1105e+00 -6.1283e-01 -2.2241e+00 +6.6150e-01 -1.1554e+00 +1.3740e+00 -1.3468e+00 +1.7500e+00 -3.0758e-01
183 0 +1.795922710e+06 +1.795301600e+06 +1.795301600e+06 -1.0523e+00 +3.6562e+00 -7.3226e-01 -2.8551e+00 +3.4972e-01 -1.1916e+00 +4.8042e-01 -1.3505e+00 +2.0411e+00 -5.6768e-02
201 0 +1.420626479e+06 +1.420005369e+06 +1.420005369e+06 -7.5286e-01 +3.3655e+00 -9.3604e-01 -2.6562e+00 +1.0577e+00 -1.4403e+00 +1.0474e+00 -1.3749e+00 +2.0215e+00 -4.0634e-01
219 0 +1.383433521e+06 +1.382812411e+06 +1.382812411e+06 -1.2600e+00 +3.1947e+00 -6.5129e-01 -3.1071e+00 +1.2039e+00 -1.9745e+00 +8.6273e-01 -6.7037e-01 +1.5000e+00 -5.5960e-01
221 0 +8.058050269e+05 +8.051839169e+05 +8.051839169e+05 -1.0230e+00 +3.4706e+00 -9.3693e-01 -2.6031e+00 +1.1900e+00 -1.6038e+00 +1.1684e+00 -8.0828e-01 +1.8689e+00 -5.7661e-01
231 0 +7.482040002e+05 +7.475828902e+05 +7.475828902e+05 -6.9246e-01 +3.8353e+00 -9.0099e-01 -3.1110e+00 +1.3409e+00 -1.8317e+00 +1.1927e+00 -1.1904e+00 +1.9259e+00 -7.0923e-01
261 0 +5.924179090e+05 +5.917967990e+05 +5.917967990e+05 -8.8257e-01 +3.9126e+00 -1.1093e+00 -3.5009e+00 +1.1710e+00 -1.5400e+00 +9.1293e-01 -1.2978e+00 +2.0008e+00 -3.2163e-01
337 0 +5.031982522e+05 +5.025771422e+05 +5.025771422e+05 -8.2001e-01 +3.8338e+00 -9.7972e-01 -3.5058e+00 +9.3299e-01 -1.3438e+00 +9.5883e-01 -1.1101e+00 +1.6628e+00 -2.5901e-01
410 0 +4.837140828e+05 +4.830929728e+05 +4.830929728e+05 -1.3112e+00 +3.9835e+00 -1.2005e+00 -3.3113e+00 +1.4153e+00 -9.3995e-01 +1.2927e+00 -8.2658e-01 +1.6710e+00 -6.6640e-01
411 0 +4.765423065e+05 +4.759211965e+05 +4.759211965e+05 -1.1386e+00 +3.8731e+00 -1.1778e+00 -3.1606e+00 +1.2349e+00 -8.6895e-01 +1.1567e+00 -8.3360e-01 +1.7866e+00 -4.1028e-01
414 0 +2.693885353e+05 +2.687674253e+05 +2.687674253e+05 -1.3056e+00 +4.1014e+00 -1.1406e+00 -3.2359e+00 +1.3385e+00 -1.1728e+00 +1.3245e+00 -1.0068e+00 +1.9998e+00 -4.3750e-01
428 0 +2.223607010e+05 +2.217395910e+05 +2.217395910e+05 -1.2552e+00 +3.9042e+00 -1.1516e+00 -3.5263e+00 +1.4171e+00 -1.1967e+00 +1.1065e+00 -9.0174e-01 +1.9502e+00 -4.9502e-01
431 0 +2.088517832e+05 +2.082306732e+05 +2.082306732e+05 -1.1753e+00 +3.9039e+00 -1.1342e+00 -3.3243e+00 +1.3948e+00 -1.1013e+00 +1.1181e+00 -7.8810e-01 +1.8747e+00 -5.6375e-01
