% f evaluations | g evaluations | best noise-free fitness - Fopt (3.590000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.743465359e+05 +7.743824359e+05 +7.743824359e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +7.704011313e+05 +7.704370313e+05 +7.704370313e+05 +4.3379e-01 +3.0692e-02 +9.8026e-02 +3.4094e-01 +2.4727e-01 +1.7369e-01 -1.1375e-01 -3.0566e-01 +1.1285e-01 -1.5359e-01 +2.4817e-01 +6.3376e-02 -2.2359e-01 +8.0318e-02 +2.1275e-01 +5.3256e-02 -2.3477e-01 +7.8699e-02 +1.0710e-01 +2.4729e-01
7 0 +6.464443197e+05 +6.464802197e+05 +6.464802197e+05 +3.9600e-02 -1.5826e-02 +3.8876e-01 +1.0226e-01 -3.6278e-01 -3.7948e-01 -2.7683e-01 -5.9853e-01 -6.2392e-01 +6.1947e-01 -2.4071e-01 +3.7858e-01 -2.1446e-01 -1.1622e-01 -4.9739e-01 +3.7276e-01 -1.1238e-01 +4.9169e-01 -2.0301e-01 +3.8019e-01
50 0 +6.175137320e+05 +6.175496320e+05 +6.175496320e+05 +1.4657e-01 -1.2206e-01 +2.0859e-01 -7.6616e-03 -4.8957e-01 -4.6632e-01 +1.9797e-01 -5.8226e-01 -6.6819e-01 +5.5265e-01 -1.0688e-01 +6.0620e-01 -4.0857e-01 +1.0653e-01 -2.3672e-01 +2.1578e-02 +3.1162e-01 +6.3990e-01 +1.5832e-01 +3.4405e-01
51 0 +6.103643764e+05 +6.104002764e+05 +6.104002764e+05 +4.7658e-01 +2.7631e-01 -7.5766e-02 +1.1383e-01 -2.9305e-01 -3.9838e-01 +5.1293e-01 -2.7641e-01 -3.8052e-01 +6.9377e-01 -3.9329e-01 +4.0966e-02 -1.1267e-01 -1.6297e-01 +2.1921e-01 -1.9399e-01 +6.9955e-01 +4.9767e-01 +2.9613e-01 +1.1862e-03
66 0 +5.809222041e+05 +5.809581041e+05 +5.809581041e+05 +6.3857e-01 +5.6988e-01 -2.2780e-01 -6.2218e-02 -3.5612e-01 -2.0366e-01 +5.5861e-01 -7.9786e-01 -1.1172e+00 +5.2656e-01 -3.4256e-01 +1.6105e-01 +1.2548e-01 -8.4044e-02 +9.0079e-02 -5.2063e-02 +5.2230e-01 +8.0645e-01 +4.9413e-02 -1.7417e-02
75 0 +5.749839173e+05 +5.750198173e+05 +5.750198173e+05 +2.2584e-01 +8.0242e-01 -1.6478e-01 -1.0290e-02 -9.7414e-02 -4.8720e-01 +3.0765e-01 -8.9787e-01 -1.0091e+00 +3.4599e-01 -8.7573e-01 +1.8839e-01 +1.8777e-01 -1.7119e-02 +5.0917e-01 -5.4474e-01 +9.9500e-02 +6.2703e-01 +2.7310e-01 +1.5116e-01
139 0 +5.459104488e+05 +5.459463488e+05 +5.459463488e+05 +9.7808e-01 +1.2447e-01 +1.7422e-01 -2.4263e-01 -3.7998e-01 -5.4941e-01 +1.5442e-01 -1.2818e+00 -1.4852e+00 +6.4362e-01 -8.3562e-01 +6.1863e-01 +2.0981e-01 -1.0741e-01 +2.5148e-01 -3.2662e-01 +7.8951e-01 +6.1937e-01 -4.3351e-01 +1.0893e-01
160 0 +5.257169175e+05 +5.257528175e+05 +5.257528175e+05 +7.2708e-01 +7.9802e-02 +2.5776e-01 -4.7671e-01 -3.5855e-02 -5.2949e-01 -4.4748e-02 -1.4563e+00 -2.0125e+00 +2.2042e-01 -5.7884e-01 +9.9962e-01 -1.5525e-01 +4.5198e-02 +2.7340e-01 -3.0944e-01 +1.3362e+00 +5.4961e-01 -2.1456e-01 -2.2844e-01
161 0 +5.098148500e+05 +5.098507500e+05 +5.098507500e+05 +9.0824e-01 +2.8714e-01 +1.4563e-01 -3.3247e-01 +1.4995e-01 -4.9415e-01 +1.7021e-01 -1.3644e+00 -1.9676e+00 +5.2821e-01 -5.4301e-01 +8.6917e-01 +3.5931e-03 +1.0119e+00 +5.9993e-01 -7.7869e-02 +1.4088e+00 +1.0658e+00 -5.0043e-01 +2.9563e-02
