% f evaluations | g evaluations | best noise-free fitness - Fopt (7.135000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.740687613e+01 +1.387568761e+02 +1.387568761e+02
10 0 +6.256351348e+01 +1.339135135e+02 +1.339135135e+02
12 0 +5.072308067e+01 +1.220730807e+02 +1.220730807e+02
75 0 +4.861051078e+01 +1.199605108e+02 +1.199605108e+02
88 0 +4.452013549e+01 +1.158701355e+02 +1.158701355e+02
113 0 +4.023615133e+01 +1.115861513e+02 +1.115861513e+02
145 0 +3.757980342e+01 +1.089298034e+02 +1.089298034e+02
208 0 +3.611268466e+01 +1.074626847e+02 +1.074626847e+02
225 0 +3.525483011e+01 +1.066048301e+02 +1.066048301e+02
241 0 +3.259253767e+01 +1.039425377e+02 +1.039425377e+02
257 0 +3.163638243e+01 +1.029863824e+02 +1.029863824e+02
338 0 +3.063450185e+01 +1.019845019e+02 +1.019845019e+02
401 0 +2.679242084e+01 +9.814242084e+01 +9.814242084e+01
428 0 +2.422807594e+01 +9.557807594e+01 +9.557807594e+01
449 0 +2.297315239e+01 +9.432315239e+01 +9.432315239e+01
479 0 +1.929676105e+01 +9.064676105e+01 +9.064676105e+01
833 0 +1.887765582e+01 +9.022765582e+01 +9.022765582e+01
881 0 +1.570109985e+01 +8.705109985e+01 +8.705109985e+01
993 0 +1.535941649e+01 +8.670941649e+01 +8.670941649e+01
1031 0 +1.504975703e+01 +8.639975703e+01 +8.639975703e+01
1041 0 +1.455352797e+01 +8.590352797e+01 +8.590352797e+01
1137 0 +1.423719914e+01 +8.558719914e+01 +8.558719914e+01
1153 0 +1.322644180e+01 +8.457644180e+01 +8.457644180e+01
1281 0 +1.292743296e+01 +8.427743296e+01 +8.427743296e+01
1297 0 +1.224474351e+01 +8.359474351e+01 +8.359474351e+01
1377 0 +1.126397696e+01 +8.261397696e+01 +8.261397696e+01
1649 0 +1.104836074e+01 +8.239836074e+01 +8.239836074e+01
1665 0 +1.083359433e+01 +8.218359433e+01 +8.218359433e+01
1670 0 +1.071499514e+01 +8.206499514e+01 +8.206499514e+01
1761 0 +1.043270460e+01 +8.178270460e+01 +8.178270460e+01
1815 0 +1.014333448e+01 +8.149333448e+01 +8.149333448e+01
1888 0 +9.915865256e+00 +8.126586526e+01 +8.126586526e+01
2177 0 +9.528791797e+00 +8.087879180e+01 +8.087879180e+01
2277 0 +9.206095060e+00 +8.055609506e+01 +8.055609506e+01
2353 0 +9.097399474e+00 +8.044739947e+01 +8.044739947e+01
2401 0 +8.870666519e+00 +8.022066652e+01 +8.022066652e+01
2545 0 +8.658834891e+00 +8.000883489e+01 +8.000883489e+01
2673 0 +8.503603166e+00 +7.985360317e+01 +7.985360317e+01
2919 0 +8.282296348e+00 +7.963229635e+01 +7.963229635e+01
3089 0 +8.119475530e+00 +7.946947553e+01 +7.946947553e+01
3441 0 +7.904409174e+00 +7.925440917e+01 +7.925440917e+01
4033 0 +7.761358944e+00 +7.911135894e+01 +7.911135894e+01
5441 0 +7.584366198e+00 +7.893436620e+01 +7.893436620e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.552200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.594726272e+01 -2.592727373e+02 -2.592727373e+02
3 0 +6.799729121e+01 -2.872227088e+02 -2.872227088e+02
22 0 +5.896012875e+01 -2.962598712e+02 -2.962598712e+02
50 0 +5.792023633e+01 -2.972997637e+02 -2.972997637e+02
161 0 +5.647251702e+01 -2.987474830e+02 -2.987474830e+02
209 0 +5.530019189e+01 -2.999198081e+02 -2.999198081e+02
256 0 +5.370397772e+01 -3.015160223e+02 -3.015160223e+02
258 0 +5.276406198e+01 -3.024559380e+02 -3.024559380e+02
306 0 +5.162154046e+01 -3.035984595e+02 -3.035984595e+02
307 0 +4.269834508e+01 -3.125216549e+02 -3.125216549e+02
358 0 +3.989262033e+01 -3.153273797e+02 -3.153273797e+02
363 0 +3.583137236e+01 -3.193886276e+02 -3.193886276e+02
379 0 +3.517342182e+01 -3.200465782e+02 -3.200465782e+02
392 0 +3.016837886e+01 -3.250516211e+02 -3.250516211e+02
514 0 +2.731355671e+01 -3.279064433e+02 -3.279064433e+02
578 0 +2.181616816e+01 -3.334038318e+02 -3.334038318e+02
591 0 +2.134281598e+01 -3.338771840e+02 -3.338771840e+02
593 0 +1.907706164e+01 -3.361429384e+02 -3.361429384e+02
833 0 +1.844991948e+01 -3.367700805e+02 -3.367700805e+02
881 0 +1.537079764e+01 -3.398492024e+02 -3.398492024e+02
902 0 +1.484323456e+01 -3.403767654e+02 -3.403767654e+02
929 0 +1.420350493e+01 -3.410164951e+02 -3.410164951e+02
939 0 +1.393913115e+01 -3.412808688e+02 -3.412808688e+02
945 0 +1.379554939e+01 -3.414244506e+02 -3.414244506e+02
977 0 +1.224234386e+01 -3.429776561e+02 -3.429776561e+02
1105 0 +1.117278671e+01 -3.440472133e+02 -3.440472133e+02
1147 0 +1.093093959e+01 -3.442890604e+02 -3.442890604e+02
1185 0 +1.064260761e+01 -3.445773924e+02 -3.445773924e+02
