% f evaluations | g evaluations | best noise-free fitness - Fopt (6.870000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.716939245e+00 +1.358693924e+01 +1.358693924e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
14 0 +5.525424003e+00 +1.239542400e+01 +1.239542400e+01 +3.6439e-01 -9.8343e-02 -7.6116e-01 +4.4479e-01 -2.8195e-01
27 0 +5.181440115e+00 +1.205144012e+01 +1.205144012e+01 +2.0473e-01 +2.7570e-01 -7.1148e-01 +2.5052e-01 -9.0381e-01
42 0 +3.184242112e+00 +1.005424211e+01 +1.005424211e+01 +3.8282e-01 +7.9573e-01 -5.3573e-01 +1.8849e-01 -1.3860e-01
580 0 +2.349139012e+00 +9.219139012e+00 +9.219139012e+00 +4.6817e-01 -1.6829e-02 -5.2646e-01 +5.4238e-01 +2.0785e-01
662 0 +2.018582830e+00 +8.888582830e+00 +8.888582830e+00 +4.6322e-01 -1.9780e-02 -5.5419e-01 +5.4585e-01 +2.0566e-01
681 0 +1.924846275e+00 +8.794846275e+00 +8.794846275e+00 +4.6068e-01 -1.2373e-02 -5.4826e-01 +5.4826e-01 +2.0729e-01
780 0 +1.433366992e+00 +8.303366992e+00 +8.303366992e+00 +4.6510e-01 -1.1760e-02 -5.4471e-01 +5.4199e-01 +2.0991e-01
808 0 +1.257068709e+00 +8.127068709e+00 +8.127068709e+00 +4.6704e-01 -1.1847e-02 -5.5601e-01 +5.4055e-01 +2.0686e-01
881 0 +1.181015138e+00 +8.051015138e+00 +8.051015138e+00 +4.6603e-01 -1.2688e-02 -5.5734e-01 +5.4198e-01 +2.0357e-01
892 0 +1.157704885e+00 +8.027704885e+00 +8.027704885e+00 +4.6629e-01 -1.3676e-02 -5.5649e-01 +5.4355e-01 +2.0278e-01
897 0 +1.058959380e+00 +7.928959380e+00 +7.928959380e+00 +4.6563e-01 -1.3721e-02 -5.5677e-01 +5.4362e-01 +2.0431e-01
905 0 +1.019839627e+00 +7.889839627e+00 +7.889839627e+00 +4.6603e-01 -1.4502e-02 -5.5854e-01 +5.4354e-01 +2.0304e-01
926 0 +9.067365053e-01 +7.776736505e+00 +7.776736505e+00 +4.6560e-01 -1.4882e-02 -5.5928e-01 +5.4335e-01 +2.0213e-01
1096 0 +8.907963962e-01 +7.760796396e+00 +7.760796396e+00 +4.6568e-01 -1.4552e-02 -5.5854e-01 +5.4336e-01 +2.0247e-01
1173 0 +8.696001512e-01 +7.739600151e+00 +7.739600151e+00 +4.6550e-01 -1.4679e-02 -5.5880e-01 +5.4363e-01 +2.0207e-01
1207 0 +8.477443741e-01 +7.717744374e+00 +7.717744374e+00 +4.6568e-01 -1.5110e-02 -5.5932e-01 +5.4379e-01 +2.0131e-01
1345 0 +8.317596088e-01 +7.701759609e+00 +7.701759609e+00 +4.6570e-01 -1.5037e-02 -5.5925e-01 +5.4367e-01 +2.0161e-01
1468 0 +8.120270800e-01 +7.682027080e+00 +7.682027080e+00 +4.6580e-01 -1.4990e-02 -5.5927e-01 +5.4346e-01 +2.0193e-01
1922 0 +7.934495631e-01 +7.663449563e+00 +7.663449563e+00 +4.6585e-01 -1.4876e-02 -5.5924e-01 +5.4321e-01 +2.0248e-01
