% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.470123986e+01 +7.776123986e+01 +7.776123986e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +5.600814872e+01 +3.906814872e+01 +3.906814872e+01 +4.3379e-01 +3.0692e-02 +9.8026e-02 +3.4094e-01 +2.4727e-01
6 0 +3.883615406e+01 +2.189615406e+01 +2.189615406e+01 +2.1661e-01 -2.7248e-01 -1.4933e-01 +1.8171e-01 -5.0930e-01
9 0 +3.286705825e+01 +1.592705825e+01 +1.592705825e+01 +6.4105e-01 +2.7589e-01 +1.3137e-01 +7.7185e-02 +2.3934e-01
43 0 +2.962722090e+01 +1.268722090e+01 +1.268722090e+01 +1.8155e+00 +4.7000e-01 -8.1897e-01 +2.3245e-01 +9.2738e-02
60 0 +1.458869255e+01 -2.351307454e+00 -2.351307454e+00 +3.1730e+00 +7.6376e-01 -1.4562e+00 -2.0332e-01 -2.1004e-02
172 0 +1.002770560e+01 -6.912294395e+00 -6.912294395e+00 +2.8046e+00 +9.1382e-01 -1.6905e+00 +7.4588e-01 +2.0363e-01
224 0 +9.199245018e+00 -7.740754982e+00 -7.740754982e+00 +3.0053e+00 +1.4591e+00 -1.6889e+00 +1.0878e+00 +4.7974e-01
233 0 +8.719926069e+00 -8.220073931e+00 -8.220073931e+00 +3.0214e+00 +9.4644e-01 -1.7586e+00 +6.5817e-01 +2.6513e-01
249 0 +7.716108759e+00 -9.223891241e+00 -9.223891241e+00 +2.5372e+00 +1.2264e+00 -1.8451e+00 +8.2354e-01 +4.0779e-01
715 0 +7.564446013e+00 -9.375553987e+00 -9.375553987e+00 +2.4171e+00 +1.2160e+00 -1.8686e+00 +5.5571e-01 +3.4222e-01
884 0 +7.403424640e+00 -9.536575360e+00 -9.536575360e+00 +2.4326e+00 +1.2301e+00 -1.8616e+00 +5.4248e-01 +3.4376e-01
956 0 +7.241138561e+00 -9.698861439e+00 -9.698861439e+00 +2.4527e+00 +1.2762e+00 -1.8476e+00 +5.1062e-01 +3.5149e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.881000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.169183622e+01 +5.050183622e+01 +5.050183622e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +2.525840948e+01 +4.406840948e+01 +4.406840948e+01 +4.3379e-01 +3.0692e-02 +9.8026e-02 +3.4094e-01 +2.4727e-01
4 0 +2.284602503e+01 +4.165602503e+01 +4.165602503e+01 +2.4817e-01 +6.3376e-02 -2.2359e-01 +8.0318e-02 +2.1275e-01
5 0 +1.954468832e+01 +3.835468832e+01 +3.835468832e+01 +5.3256e-02 -2.3477e-01 +7.8699e-02 +1.0710e-01 +2.4729e-01
23 0 +1.053057651e+01 +2.934057651e+01 +2.934057651e+01 +7.7102e-02 -2.3992e-01 -5.1919e-01 -2.5921e-01 +6.5593e-01
51 0 +8.661784201e+00 +2.747178420e+01 +2.747178420e+01 +1.8732e-01 +2.5140e-01 -8.9926e-01 -6.2622e-02 +5.8692e-01
131 0 +7.608956135e+00 +2.641895614e+01 +2.641895614e+01 +1.6778e-01 +1.6883e-02 -1.0531e+00 +4.7012e-02 +9.9020e-01
206 0 +5.770049842e+00 +2.458004984e+01 +2.458004984e+01 -1.0776e-01 +1.9616e-01 -9.9363e-01 +9.2368e-02 +8.0162e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.731500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
