% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.926270080e+00 +8.140627008e+01 +8.140627008e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +1.559114590e+00 +8.103911459e+01 +8.103911459e+01 -1.1375e-01 -3.0566e-01 +1.1285e-01
7 0 +1.534280973e+00 +8.101428097e+01 +8.101428097e+01 +5.3256e-02 -2.3477e-01 +7.8699e-02
20 0 +1.231655507e+00 +8.071165551e+01 +8.071165551e+01 +1.4685e-01 -2.5757e-01 -8.2275e-02
35 0 +9.871505289e-01 +8.046715053e+01 +8.046715053e+01 +2.0094e-01 -3.2911e-01 -1.7684e-01
42 0 +8.381351958e-01 +8.031813520e+01 +8.031813520e+01 +6.6439e-02 -3.1849e-01 -4.0676e-01
53 0 +7.557833112e-01 +8.023578331e+01 +8.023578331e+01 +1.4992e-01 -3.6526e-01 -3.7954e-01
59 0 +5.431010618e-01 +8.002310106e+01 +8.002310106e+01 +1.5271e-01 -4.6684e-01 -4.8518e-01
67 0 +4.981816470e-01 +7.997818165e+01 +7.997818165e+01 +4.4664e-01 -4.8147e-01 -6.5661e-01
72 0 +4.830508439e-01 +7.996305084e+01 +7.996305084e+01 +1.7111e-01 -4.7526e-01 -8.3302e-01
75 0 +3.119176173e-01 +7.979191762e+01 +7.979191762e+01 +3.8429e-01 -6.6710e-01 -9.5813e-01
81 0 +2.839100540e-01 +7.976391005e+01 +7.976391005e+01 +4.0671e-01 -7.2694e-01 -9.9867e-01
82 0 +2.777779787e-01 +7.975777798e+01 +7.975777798e+01 +4.0889e-01 -7.4407e-01 -1.0122e+00
86 0 +2.034184246e-01 +7.968341842e+01 +7.968341842e+01 +3.7057e-01 -1.0667e+00 -1.1499e+00
97 0 +1.534619476e-01 +7.963346195e+01 +7.963346195e+01 +4.1095e-01 -9.4520e-01 -1.0133e+00
105 0 +7.448010628e-02 +7.955448011e+01 +7.955448011e+01 +2.7067e-01 -9.2426e-01 -8.6573e-01
113 0 +1.448659516e-03 +7.948144866e+01 +7.948144866e+01 +2.4987e-01 -1.1444e+00 -7.5988e-01
193 0 +1.132379033e-03 +7.948113238e+01 +7.948113238e+01 +2.5241e-01 -1.1467e+00 -7.5610e-01
201 0 +5.414060826e-04 +7.948054141e+01 +7.948054141e+01 +2.7297e-01 -1.1507e+00 -7.3385e-01
227 0 +3.286393175e-04 +7.948032864e+01 +7.948032864e+01 +2.6797e-01 -1.1661e+00 -7.2761e-01
